"source","listing_no","url","writer_type","agency","region_depth1","region_depth2","region_depth3","address","latitude","longitude","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","room_count","bathroom_count","area_m2","supply_area_m2","exclusive_area_m2","floor","direction","parking","elevator","pet_allowed","loan_available","move_in","published_at","confirmed_at","listing_age_text","approval_date","maintenance_detail","maintenance_basis","maintenance_items","building_use","options","description","image_1","image_2","crawl_note"
"daangn","3532457","https://realty.daangn.com/articles/3532457","BROKER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 신원로250번길 53 (원천동)","37.257591718066","127.06276208479","오피스텔 1,000만원/65만원 - 영통역15분거리","1000","65","0","65","OFFICETEL","1","1","33.41","","33.41","7.0","","","","","","","2026-05-12","2026-05-24","12일 전","2024-08-28","","","","","세탁기; 냉장고; 인덕션; 옷장; 신발장; 싱크대; 베란다; 발코니","신축 복층 다락공간으로 공간분리

입구:신발장, 옷장, 수납장 넉넉
싱크대/인덕션/세탁기/냉장고/천정형냉난방기

ALL빌트인 +발코니 서비스면적

전용 10평 + 다락공간 서비스+ 베란다 서비스

영흥숲공원 방향 사계절을 느낄수 있는 호실

❣보증금 1000만원 월65만원❤️

사업자등록증 세금계산서 발급 가능합니다.




테라 미소부동산😊031-888-9771","https://img.kr.gcp-karroter.net/realty/article/3532457/01KS7FDCTV1TAC5HQ9YRJP9WFQ.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3532457/01KS7FDD1FBS9ASECG46GNNGTQ.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3439191","https://realty.daangn.com/articles/3439191","BROKER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 신원로250번길 13 (원천동)","37.257900574241965","127.06126443504","오픈형 원룸 300만원/58만원 - 삼성전자 디지털시티 도보5분","300","58","8","66","OPEN_ONE_ROOM","1","1","22.89","","22.89","15.0","","","","","","","2026-05-15","2026-05-24","9일 전","2022-05-31","","","","","주차; 발코니","▪ 오피스텔형 풀옵션 기숙사
▪ 활용도 높은 발코니 공간
▪ 주차 편리, 생활 인프라 우수
▪ 무료 헬스장 커뮤니티
▪ 건축법상 지식산업센터 지원시설로, 전입신고 불가","https://img.kr.gcp-karroter.net/realty/article/3439191/01KQ9GDB5VZM6MGRBAKFDC0Z1S.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3439191/01KQ9GDBBA8TNKYBMHX61ZV0T2.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3439893","https://realty.daangn.com/articles/3439893","BROKER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 신원로250번길 13 (원천동)","37.257900574242996","127.06126443504","오픈형 원룸 500만원/60만원 - 영통역 도보 15분","500","60","8","68","OPEN_ONE_ROOM","1","1","21.94","","21.94","6.0","","","","","","","2026-05-15","2026-05-24","9일 전","2022-05-31","","","","","주차","▪ 복층 풀옵션 기숙사
▪ 주차 편리하고, 층고 높아 개방감 좋은 호실
▪ 무료 헬스장 커뮤니티
▪ 건축법상 지식산업센터 지원시설로, 전입신고 불가","https://img.kr.gcp-karroter.net/realty/article/3439893/01KQ9JG83DAQDAP82A4EJZMD4Q.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3439893/01KQ9JG88K1ZDYWV2VZRHYV6F5.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3439761","https://realty.daangn.com/articles/3439761","BROKER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 신원로250번길 13 (원천동)","37.257900574242996","127.06126443504","오픈형 원룸 500만원/60만원 - 삼성전자 디지털시티 도보5분","500","60","8","68","OPEN_ONE_ROOM","1","1","22.16","","22.16","7.0","","","","","","","2026-05-15","2026-05-24","9일 전","2022-05-31","","","","","주차","▪복층 풀옵션 기숙사
▪주차 편리하고, 층고 높아 개방감 좋은 호실
▪ 무료 헬스장 커뮤니티
▪ 건축법상 지식산업센터 지원시설로, 전입신고 불가","https://img.kr.gcp-karroter.net/realty/article/3439761/01KQ9J1G39D322ANB9PA0RFZ38.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3439761/01KQ9J1GAH9VVZ8P8S723YH09F.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3549805","https://realty.daangn.com/articles/3549805","BROKER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 신원로 296-21 (원천동)","37.26162111924901","127.06195402523","오픈형 원룸 500만원/70만원 - 삼성도보권","500","70","0","70","OPEN_ONE_ROOM","1","1","29.75","","29.75","15.0","","","","","","","2026-05-14","2026-05-23","10일 전","2026-04-30","","","","","베란다","13층 복층 첫입주 삼성인근 베란다 풀옵인테리어 예정

💒상담 010-3354-3948 / 031-304-3302 🙂
===============================

🟥 매물정보
✔️ 보증금 500만원 월세 70만원(부가세 별도/ 금액협의)
✔️ 약 9평 삼성전자 인접 삼성전기 후문 건너편 위치한 신축 지식산업센터
✔️ 2026년 6월 중순 입주 협의
✔️ 관리비확인불가능(분양권상태)
✔️ 복층형 스마트오피스로 사무실과 휴식공간 복합공간
✔️ 업무+휴식 공간 / 사무실/프리랜서 업무공간 / 직원 숙소 추천

💒 상담 010-3354-3948 / 031-304-3302🙂

🔺광고외 물건 많아요. 원하시는 가격, 조건 맞춤 중개.
🔺 계약시 2억원 보증보험 증서 제공","https://img.kr.gcp-karroter.net/realty/article/3549805/01KRJG2CDQ011EB5ZT50WJGABM.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3549805/01KRJG2CMMVAFYHK94WZQMKCM4.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3251888","https://realty.daangn.com/articles/3251888","BROKER","믿고 맡기는 망포동해피부동산 따끈따끈한 매물 소개합니다","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 매영로199번길 40 (원천동)","37.26427440357201","127.06505860539002","분리형 원룸 2,000만원/70만원 - 영통역20분거리","2000","70","9","79","SPLIT_ONE_ROOM","2","1","20.00","","20.00","5.0","","","","","","","2026-05-13","2026-05-23","11일 전","2012-11-16","","","","","에어컨","🍀믿고 맡기는 망포동해피부동산 따끈따끈한 매물 소개합니다~~!!🍀


🍀 안심매물
🌱 2억원 보증보험 가입완료
🌱 직접발로 뛰며 쌓은 실매물보장


🍀위치 및 편의시설
🌱버스정류장 인접
🌱다양한 인프라(편의점,쇼핑,대형마트,병원등)


🍀특장점
🌱몸만 오면 되는 풀옵션!!
🌱영흥숲세권!!런세권~~
🌱깔끔한 화이트인테리어
🌱투룸의 넓은공간 에어컨두대!
🌱수납공간 빵빵

🍀 상가 원,투룸,아파트,빌라등 다양한 매물 보유중입니다. 언제든지 연락주세요~~😊

🍀  문의
🌱  전화, 문자, 톡상담 가능
🌱  24시간 상담 가능","https://img.kr.gcp-karroter.net/realty/article/3251888/01KNB6A813QQD7B1RMT41G9231.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3251888/01KNB6A8A00DGJM6GYKKJ5MWG3.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3259075","https://realty.daangn.com/articles/3259075","DIRECT_USER","","경기도","수원시 영통구","광교2동","경기도 수원시 영통구 법조로 38 (하동) 102동","37.286888849278","127.06214847237001","오피스텔 5,000만원/270만원 - 경기도 수원시 영통구","5000","270","36","306","OFFICETEL","","","84.86","","84.86","23.0","","","","불가능","","","2026-05-14","2026-05-24","10일 전","2016-09-09","","","","","세탁기; 건조기; 식기세척기","반려동물 안되요 
2년계약
세탁기 건조기 식기세척기 놓고갑니다.
아기가있어서 자는시간이있습니다
정말 집 거래하실분만 연락주세요
집 보여줄경우 성함 연락처 받습니다
아기있어서 짐 많아요.","https://img.kr.gcp-karroter.net/realty/article/3259075/01KRKCE4GQD5MKHS2ZDM4S4H6N.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3259075/01KRKCE4V8E741NV3022EJHMCY.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3582891","https://realty.daangn.com/articles/3582891","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 세지로112번길 39 (권선동)","37.261286589448","127.02144894449","오픈형 원룸 3,000만원/4만원 - 경기도 수원시 권선구","3000","4","8","12","OPEN_ONE_ROOM","1","1","15.51","","15.51","5.0","","","","","","","2026-05-19","2026-05-24","5일 전","2012-01-13","관리비 8만원","","","","","👌매물 특징 👌
초가성비로 저렴한 월세 ! 
보증보험 가능 !
[매물 정보]
금액:  보증금 3000만원 월세 4만원  관리비 8만원 
 
🍀보신 매물로 당근 문의주시면 상담이 빨라요

🍀문의주시면, 고객님의 헛걸음방지를 위해 다시 확인해드립니다.

🍀광고 등록 하지 못한 매물도 많이 있습니다.

🍀원하시는 조건의 매물 찾을 때까지 도와드리겠습니다.

✔전화, 문자 상관없이 언제든 편하게 연락 주시면 친절하게 상담해드립니다.","https://img.kr.gcp-karroter.net/realty/article/3582891/01KRZ1GESZ6AE58KBGCYJ9PX5Q.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3582891/01KRZ1GF4CK1D7TNF0PR3Q2TN9.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3577473","https://realty.daangn.com/articles/3577473","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 장다리로 131 (권선동, 그랜드 스위트)","37.26197468542601","127.0225815361","투룸이상 2억/10만원 - 경기도 수원시 권선구","20000","10","12","22","TWO_ROOM","2","1","34.01","","34.01","4.0","","가능","","","가능","","2026-05-18","2026-05-24","6일 전","2020-01-15","","","","","주차","🏠---------------------------------🔍

보증보험가입가능!! 대출가능!!
⭐풀옵션 몸만입주!!⭐
⭐가성비 최강!!!📢

✔ 정말 있는 방??? 🔍
■ 광고전 직접 답사필수!!✌📸
■ 직접 방문하여 촬영한 사진으로 광고 함.!!📌

✔ 기본정보 🔍
■ 권선동 귀한 투룸  월세매물!! 📌
■ 주택가에 위치하여 주변 소음 없이 조용한 생활권📌
■ 넓은 거실 공간 보유! 효율좋은 구조⭐
■ 깨끗한 인테리어 유지중!!!⭐
■ 현 시세대비 합리적인 가격 측정!!!! ⭐
■ 누가봐도 탐낼만한 꿀매물!⭐

✔ 구조 🔍
■ 부족함 없는 효율적인 공간 확보!📌

✔ 입주시기 🔍
■ 날짜협의📌

✔ 주차가능 여부 🔍
■ 주차공간 보유 📌

🙏* 귀한 매물 입니다. 금새... 없어집니다.
        놓치지 마세요!! 🙏

🏠---------------------------------🔍","https://img.kr.gcp-karroter.net/realty/article/3577473/01KS7FNEWXGY2G96PP7NE5NJPB.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3577473/01KS7FNF4S3CCFD9X3Q4V5B7DA.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3534381","https://realty.daangn.com/articles/3534381","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 영통구 산남로4번길 16 (매탄동)","37.263846900306994","127.04789097741002","투룸이상 300만원/30만원 - 매탄공원근방 즉시입주 방2개","300","30","3","33","TWO_ROOM","2","1","42.98","","42.98","0.5","","","","","","","2026-05-18","2026-05-24","6일 전","1991-09-16","","","","","에어컨","👼🏻매물특징은요~ 
💎구조:거실,주방,방2,화장실

👼🏻매물옵션은요~
💎옵션 :에어컨,씽크대,도어락 

👼🏻매물위치는요~ 
💎버스정류장 도보5분이내
💎효동초,매탄초,매탄고등학교 도보5-10분
💎매탄공원 도보5-10분","https://img.kr.gcp-karroter.net/realty/article/3534381/01KRDKTQMJ8BC10DVQDWG6H38Y.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3534381/01KRDKTQW55QQGCX6Z78ZNX2EF.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3577012","https://realty.daangn.com/articles/3577012","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 세권로165번길 20-22 (권선동)","37.25656039865098","127.02406682461","분리형 원룸 300만원/30만원 - 권선시장부근 수원시청역 도보10분","300","30","3","33","SPLIT_ONE_ROOM","1","1","22.00","","22.00","1.0","남향","","","","","","2026-05-18","2026-05-24","6일 전","2002-08-30","","","","","","남향의 1층으로 귀한 분리형원룸입니다
깨끗히 청소된 즉시입주 가능한 좋은집이에요","https://img.kr.gcp-karroter.net/realty/article/3577012/01KRWW7SR92B5CB83D42J4Q2NJ.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3577012/01KRWW7T66K9J8RTBV1YYHWR9D.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3618366","https://realty.daangn.com/articles/3618366","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 경수대로381번길 14-7 (권선동)","37.26113438864899","127.02302424855","분리형 원룸 200만원/30만원 - 수원시청역 11분 거리","200","30","5","35","SPLIT_ONE_ROOM","1","1","23.10","","23.10","1.0","","","","가능","","","2026-05-23","2026-05-24","1일 전","2010-08-31","","","","","세탁기; 드럼세탁기; 냉장고; 에어컨; 인덕션; 베란다","안녕하세요 권선동 온중앙부동산입니다.
이 주택은 가성비가 아주 좋은 집 이예요.
주방 분리 형에 베란다 있으며 장농,에어컨.드럼세탁기,인덕션.냉장고,벽걸이 티비가 옵션이고 큰창이 두 군데가 있어 환기도 아주 잘 되고 채광도 좋습니다. 방도 넓구요 ㅎㅎ
가성비 짱!! 인집을 보신다면 서두르세요~애완동물 가능합니다.","https://img.kr.gcp-karroter.net/realty/article/3618366/01KSBZR8125BJ56RSSZWXX77VC.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3618366/01KSBZR89GR3JE6SGJFTC5NB9B.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3244703","https://realty.daangn.com/articles/3244703","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 경수대로381번길 14-7 (권선동)","37.26113438864899","127.02302424855","오픈형 원룸 200만원/30만원 - KT남수원지사 버스정류소 도보 3분","200","30","5","35","OPEN_ONE_ROOM","1","1","24.00","","24.00","1.0","","","","","","","2026-05-20","2026-05-24","4일 전","2010-08-31","","","","","","■ 언제나 고객의 자산을 최우선으로 생각하고, 책임감 있게 중개하는 마루부동산입니다.
■본 매물은 문의를 주시는 시점과 광고를 등록하는 시점사이에 임대조건이 변경이 될 수 있는 점 
너른 마음으로 양해부탁드립니다. 

*위 공개된  매물정보 외에 궁금하신 점이 있으시면 편하게 문의 주세요

📞 문의
마루부동산공인중개사사무소
☎ 031-360-0867 / 010-9869-6634","https://img.kr.gcp-karroter.net/realty/article/3244703/01KS2EQ69648XM60DPY3ZRYJCJ.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3244703/01KS2EQ6WY08XD04X718113HR8.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3600715","https://realty.daangn.com/articles/3600715","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 경수대로370번길 12 (권선동, 수오재)","37.259034972194016","127.02436922408","투룸이상 1억 3,000만원/30만원 - 경기도 수원시 권선구","13000","30","9","39","TWO_ROOM","2","1","31.68","","31.68","4.0","","가능","있음","","","","2026-05-21","2026-05-24","3일 전","2015-05-27","","","","","엘리베이터; 주차","🐳고래부동산에서는 고객님의 소중한 주거 선택을 함께 고민합니다 🐳
🐳믿을 수 있는 실매물로 안심하고 거래하실 수 있도록 도와드리는 든든한 파트너입니다.🐳

🏠 매물 정보: 전용 약10평 투룸으로 넉넉한 공간감을 자랑하는 매물입니다

💰 임대 조건: 전세 1억3000만원, 월30만원으로 합리적인 가격대를 제공합니다

📅 입주 일정: 입주일자 협의가능하여 고객님의 일정에 맞춰 유연하게 조정 가능합니다

🏢 층수 및 시설: 고층에 위치하며 엘리베이터가 설치되어 편리한 이동이 가능합니다

🚗 주차 및 교통: 주차 가능한 매물이며, 카셰어링 서비스도 이용하실 수 있습니다

🚇 교통 접근성: 수원시청역 도보 10분 이내의 초역세권 입지로 버스정류장도 인접해 있어 대중교통 이용이 매우 편리합니다

🛋️ 옵션: 풀옵션으로 구비되어 있어 별도 준비 없이 바로 입주 가능합니다

📋 행정 처리: 전입신고가능하며 확정일자 발급도 원활하게 진행됩니다

📞 상담 안내: 24시간 상담가능하며 전화문의나 문자문의 모두 환영합니다. 매물 다량 보유하고 있어 다양한 선택지를 제공해드릴 수 있습니다","https://img.kr.gcp-karroter.net/realty/article/3600715/01KS9B71F9TSSWHV2CTX2YM6A2.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3600715/01KS9B71P6GYMW8J79C37KRSSR.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3386559","https://realty.daangn.com/articles/3386559","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 권선로668번길 35-8 (권선동)","37.257965703544","127.02397289454001","분리형 원룸 500만원/35만원 - 수원시청역 도보 8분","500","35","4","39","SPLIT_ONE_ROOM","1","1","22.36","","22.36","2.0","","","","","","","2026-05-20","2026-05-24","4일 전","2010-09-01","","","","","","안녕하세요🙂
원룸·투룸 전문으로 중개하는 태성부동산입니다.

조건만 듣고 아무 집이나 보여드리지 않습니다.
직접 확인한 매물 중에서
정말 괜찮은 집만 선별해서 안내드립니다.

✔ 원룸 / 투룸 맞춤 전문 상담
✔ 허위매물 없이 실매물만
✔ 광고 외 숨은 매물 다수 보유
✔ 가격 / 위치 / 컨디션 현실 비교 안내
✔ 계약부터 입주까지 끝까지 케어

“이 조건에 가능할까요?”
👉 진짜 편하게 물어보셔도 됩니다.

괜히 발품 팔게 하지 않겠습니다.
빠르고 정확하게, 딱 맞는 집 찾아드립니다.

📞 전화 / 문자 언제든 OK","https://img.kr.gcp-karroter.net/realty/article/3386559/01KPTVVDH82Y08DSXYQTDRG8NJ.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3386559/01KPTVVDSXJMMH9NDZAEYK1MBK.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3399828","https://realty.daangn.com/articles/3399828","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 세권로221번길 18 (권선동)","37.25541401609197","127.02892340193","오픈형 원룸 300만원/30만원 - 경기도 수원시 권선구","300","30","10","40","OPEN_ONE_ROOM","1","1","16.69","","16.69","3.0","","","","","","","2026-05-18","2026-05-24","6일 전","2014-04-17","관리비 10만원","","","","","👌매물 특징 👌
시청역 인근
가격 저렴하고 깔끔 한원룸 !
전입신고 즉시입주 OK
[매물 정보]
금액: 보증금 300만원 월세 30만원 관리비 10만원
 
🍀보신 매물로 당근 문의주시면 상담이 빨라요

🍀문의주시면, 고객님의 헛걸음방지를 위해 다시 확인해드립니다.

🍀광고 등록 하지 못한 매물도 많이 있습니다.

🍀원하시는 조건의 매물 찾을 때까지 도와드리겠습니다.

✔전화, 문자 상관없이 언제든 편하게 연락 주시면 친절하게 상담해드립니다


카카오톡 문의 :hyeon2905","https://img.kr.gcp-karroter.net/realty/article/3399828/01KPW8G9N302ZBG35N57BH78DY.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3399828/01KPW8G9XY7WCKCSFCW69ZE3X6.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3611727","https://realty.daangn.com/articles/3611727","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 경수대로381번길 14-16 (권선동)","37.26138145938999","127.02345544382","분리형 원룸 500만원/35만원 - 수원시청역 도보 12분","500","35","5","40","SPLIT_ONE_ROOM","1","1","24.42","","24.42","2.0","","","","","","","2026-05-22","2026-05-24","2일 전","2002-03-13","","","","","베란다","주방과 방,그리고 세탁실 겸 베란다까지 모두 분리가 되어있는
분리형 원룸으로 인기가 좋은 곳이에요:)
심야전기 사용으로 비용절감 효과가 있으면서 
위치상으로도 대중교통이 편리하고,수원시청역도 도보로 12분 컷으로 가능!!
풀옵션이니 몸만 들어가도 오케이:)
.
궁금한 사항은 언제든 문의 주세요:)
.
-이외에도 다양한 매물 다량 보유중!!
-매물 현장 직접 임장,직접 사진 촬영
-광고 없는 개인 매물 보유
-허위 매물 없는 100% 순수 매물
-매물 계약 후 케어 보장","https://img.kr.gcp-karroter.net/realty/article/3611727/01KS77GDKDFWP4STZFT5ZD3QNX.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3611727/01KS77GDV2TDVH2NWF3TC5QPR2.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3611603","https://realty.daangn.com/articles/3611603","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 경수대로381번길 14-16 (권선동)","37.26138145938999","127.02345544382","분리형 원룸 500만원/35만원 - 수원시청역 10분 거리","500","35","5","40","SPLIT_ONE_ROOM","1","1","19.25","","19.25","1.0","","","","","","","2026-05-22","2026-05-24","2일 전","2002-03-13","","","","","베란다","풀옵션의 주방과 방이 분리 되어있는 분리형 원룸으로 매물이 나오면 금방 계약되는 집이예요 :) 
심야전기 사용으로 가스의 위험성에서 벗어나며 요금절감의 효과도 있고, 방이 크고 베란다 겸 세탁실과도 분리가 되어있습니다:) 
.
자세한 사항은 언제든 연락주세요!
-허위 매물 근절 100% 순수 매물 
-모든 매물 현장 직접 임장,촬영 
-광고 없는 개인 매물 다량 보유 
-계약 후 케어까지 보장","https://img.kr.gcp-karroter.net/realty/article/3611603/01KS77255EDP7PWZ1AV4BSHP9F.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3611603/01KS7725XDRXEK505JPW1RZHK9.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3361857","https://realty.daangn.com/articles/3361857","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 세권로195번길 10-20 (권선동)","37.255406129128","127.02681483248999","오픈형 원룸 300만원/36만원 - 수원시청역 남측도보12분.권선시장부근","300","36","5","41","OPEN_ONE_ROOM","1","1","28.00","","28.00","3.0","","","","","","","2026-05-18","2026-05-24","6일 전","2003-03-11","","","","","침대","넓고 깨끗한방입니다
침대포함 풀옵션에 즉시입주합니다
추천드려요","https://img.kr.gcp-karroter.net/realty/article/3361857/01KPF77V248DFM9WAHCQH8K3B4.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3361857/01KPF77VAMY4JCCPEVQBZKDZJD.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3233209","https://realty.daangn.com/articles/3233209","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 세권로207번길 10-12 (권선동)","37.255133363344996","127.02780883169001","투룸이상 300만원/35만원 - 도배 새로 한 세곡초등학교 뒷편, 권선시장 인근","300","35","7","42","TWO_ROOM","2","1","36.36","","36.36","0.5","","","","불가능","","","2026-05-19","2026-05-24","5일 전","1996-07-27","","","","","에어컨; 가스렌지","ㅁ 임대조건 

📌
ㅁ 월 세 : 300- 35만원 / 조정불가 
ㅁ 현재 세입자 만기 퇴거 후, 청소 완료 / 즉시입주O
ㅁ 에어컨, 가스렌지 외 옵션 X
ㅁ 도배 새로 했습니다 
📌
ㅁ 반려동물 불가 
ㅁ 맛고을 사거리 쪽, 세곡초등학교 뒷쪽 주택가 
ㅁ 주변 편의점, 세탁소, 음식점 등 편의시설 다수 
📌
ㅁ 전입신고 및 확정일자 가능한 안심매물 
ㅁ 건축물대장상 위반없는 든든한 건물 
ㅁ 소액보증금 / 최우선변제 범위 내 
📌
ㅁ 토요일 및 일요일에도 보실 수 있어요
📌
ㅁ 담당자 대표 공인중개사 010-2382-7519","https://img.kr.gcp-karroter.net/realty/article/3233209/01KRJVP85YQAWN5CWMC20BEW88.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3233209/01KRJVP8F5EZX2MCVZ4Z4K813S.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3604054","https://realty.daangn.com/articles/3604054","BROKER","","경기도","수원시 영통구","매탄3동","경기도 수원시 권선구 권선로668번길 35-14 (권선동)","37.25789478815799","127.02431402988998","분리형 원룸 500만원/37만원 - 수원시청역 도보 15분 동사무소,공원,편의점 도보1분","500","37","5","42","SPLIT_ONE_ROOM","1","1","31.00","","31.00","1.0","","","","","","","2026-05-21","2026-05-24","3일 전","2006-09-19","","","","","세탁기; 냉장고; 에어컨; 가스레인지; 베란다","✅ 중개는 중개보조원이 아닌 공인중개사가 직접 진행합니다
✅ 허위매물 없이 실매물만 정직하게 안내드립니다
✅ 계약부터 입주까지 끝까지 책임중개합니다

안녕하세요 😊
수원 전지역 🏡주거용부동산 전문
친절 상담으로 운영 중인 👮‍♂️포돌이부동산 입니다!

🚔 포돌이 부동산은 경찰 출신 공인중개사 대표가 직접 운영하는 부동산으로
신뢰 · 책임감 · 안전한 거래를 가장 중요하게 생각합니다.

1️⃣ 직접 등기부등본 확인 / 체납 이력 철저히 검토
2️⃣ 금액 협의 / 임차인 보호 적극 대응
3️⃣ 수원 전 지역 아파트, 상가, 빌라 등 다수 매물 보유
4️⃣ 전액 보증보험 가능 매물 확보

처음 집 구하시는 분들도 불안하지 않도록 하나하나 자세히 설명드리며
강요 없는 편안한 상담 도와드립니다 😊

📞 언제든 편하게 문의주세요

━━━━━━━━━━━━━━━

☎ 대표공인중개사 김상우 : 010-3091-0527

━━━━━━━━━━━━━━━

🏠 매물 정보

✔ 위 치 : 권선1동 행정복지센터 옆건물
✔ 거래금액 : 보증금 500 / 월세 35
✔ 관 리 비 : 50,000원
✔ 구 조 : 방1 거실1 화장실1 베란다1
✔ 전용면적 : 60.7㎡(약18.3평)
✔ 옵 션 : 냉장고, 세탁기, 에어컨, 가스레인지, 등 풀옵션
✔ 기타특이사항 :
❤ 전입신고 및 확정일자 : 가능👌
❤ 수원시청역 도보 15분 동사무소,공원,편의점 도보1분
❤ 완전 넓은 1.8룸
❤ 편의점, 맛집, 카페거리 , 행정복지센터, 공원등 인프라 굿👍


👮‍♂️ 해당매물 말고도 사정상 광고 하지 못하는 매물 많이 보유하고 있으니 편하게 문의 주세요 :)","https://img.kr.gcp-karroter.net/realty/article/3604054/01KS4R1WNV5T1WRNHMB10VTBP7.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3604054/01KS4R1WXFJ0BKRJKYNG65GZJD.png?q=95&s=1440x1440&t=inside&service=realty",""
