"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","floor","direction","parking","move_in","approval_date","building_use","options","security_options","image_1","image_2","crawl_note"
"naver_land","2627671542","2627671542","https://new.land.naver.com/rooms?articleNo=2627671542","광교더샵파크공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","강추 귀한 양창 2룸,  사업자0. 풀옵션, 확트인 전망,호텔식커뮤니티","1500","170","","170","오피스텔","109/46","저/41","남서향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 방두개; 강추 귀한 양창 2룸,  사업자0. 풀옵션, 확트인 전망,호텔식커뮤니티","","https://landthumb-phinf.pstatic.net/20260522_190/1779405493668oyM2j_JPEG/2627671542_20260522081812979178.jpg","","Captured from Naver Land article list API."
"naver_land","2627673383","2627673383","https://new.land.naver.com/rooms?articleNo=2627673383","광교더샵파크공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","강추, 빠른입주, 월20만원, 원룸, 풀옵션,확트인 뷰,호텔식 커뮤니티","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.22","오피스텔","10년이내; 융자금적은; 대단지; 소형평수; 강추, 빠른입주, 월20만원, 원룸, 풀옵션,확트인 뷰,호텔식 커뮤니티","","https://landthumb-phinf.pstatic.net/20260522_236/1779407174772NmzDf_JPEG/2627673383_20260522084614040001.jpg","","Captured from Naver Land article list API."
"naver_land","2627551345","2627551345","https://new.land.naver.com/rooms?articleNo=2627551345","광교레이크스타031-215-0306공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","2룸,언제든집보기O,풀옵션,일반사업자,식사,빠른입주O","1500","170","","170","오피스텔","109/46","저/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 방두개; 2룸,언제든집보기O,풀옵션,일반사업자,식사,빠른입주O","","https://landthumb-phinf.pstatic.net/20260521_139/17793361235309IJlh_JPEG/2627551345_20260521130202529669.jpg","","Captured from Naver Land article list API."
"naver_land","2627310978","2627310978","https://new.land.naver.com/rooms?articleNo=2627310978","광교레이크스타031-215-0306공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","풀옵션,월세20만원,융자무,언제든집보기,식사,수영장","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.20","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 풀옵션,월세20만원,융자무,언제든집보기,식사,수영장","","https://landthumb-phinf.pstatic.net/20260520_248/1779240326284H36DL_JPEG/2627310978_20260520102525467172.jpg","","Captured from Naver Land article list API."
"naver_land","2627234875","2627234875","https://new.land.naver.com/rooms?articleNo=2627234875","광교레이크스타031-215-0306공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","융자무,풀옵션,월세20만원별도,보증보험,수영장,식사","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.19","오피스텔","10년이내; 대단지; 소형평수; 화장실한개; 융자무,풀옵션,월세20만원별도,보증보험,수영장,식사","","https://landthumb-phinf.pstatic.net/20260519_281/17791725843789wPow_JPEG/2627234875_20260519153623899717.jpg","","Captured from Naver Land article list API."
"naver_land","2627542126","2627542126","https://new.land.naver.com/rooms?articleNo=2627542126","광교레이크시티이룸공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","일반사업자,부가세별도,협의입주,따뜻한남서향,수영장.사우나등 최상의커뮤니티","2000","140","","140","오피스텔","90/39","중/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 방한개; 화장실한개; 일반사업자,부가세별도,협의입주,따뜻한남서향,수영장.사우나등 최상의커뮤니티","","https://landthumb-phinf.pstatic.net/20260521_210/1779330448801pXdoa_JPEG/2627542126_20260521112728053086.jpg","","Captured from Naver Land article list API."
"naver_land","2627538840","2627538840","https://new.land.naver.com/rooms?articleNo=2627538840","광교레이크시티이룸공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","즉시입주가,전입가,원룸풀옵션,전세권설정가,식사서비스 커뮤니티가까운동","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 소형평수; 방한개; 즉시입주가,전입가,원룸풀옵션,전세권설정가,식사서비스 커뮤니티가까운동","","https://landthumb-phinf.pstatic.net/20260521_185/1779330085981nyIih_JPEG/2627538840_20260521112125237655.jpg","","Captured from Naver Land article list API."
"naver_land","2627559526","2627559526","https://new.land.naver.com/rooms?articleNo=2627559526","광교아이파크공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","월세20만원별도.전입가능.보증보험가능.7월23일입주확정","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 월세20만원별도.전입가능.보증보험가능.7월23일입주확정","","https://landthumb-phinf.pstatic.net/20260521_57/17793361738512E685_JPEG/2627559526_20260521130250654720.jpg","","Captured from Naver Land article list API."
"naver_land","2627669329","2627669329","https://new.land.naver.com/rooms?articleNo=2627669329","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","일반사업자  부별  원룸 풀옵션  상태 완전 깨끗","1000","75","","75","오피스텔","51/21","34/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 방한개; 일반사업자  부별  원룸 풀옵션  상태 완전 깨끗","","https://landthumb-phinf.pstatic.net/20260522_21/1779402192656hMpAI_JPEG/2627669329_20260522072311816006.jpg","","Captured from Naver Land article list API."
"naver_land","2627669331","2627669331","https://new.land.naver.com/rooms?articleNo=2627669331","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","6월 입주협의   일반사업자  부별  원룸 풀옵션","1000","75","","75","오피스텔","51/21","저/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 방한개; 6월 입주협의   일반사업자  부별  원룸 풀옵션","","https://landthumb-phinf.pstatic.net/20260522_4/1779402192882AlpEJ_JPEG/2627669331_20260522072312188771.jpg","","Captured from Naver Land article list API."
"naver_land","2627669306","2627669306","https://new.land.naver.com/rooms?articleNo=2627669306","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","입주협의   일반사업자  부별  원룸 풀옵션  상태 완전 깨끗","1000","80","","80","오피스텔","51/21","저/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 방한개; 입주협의   일반사업자  부별  원룸 풀옵션  상태 완전 깨끗","","https://landthumb-phinf.pstatic.net/20260522_54/1779402132790QuDke_JPEG/2627669306_20260522072211964745.jpg","","Captured from Naver Land article list API."
"naver_land","2627474462","2627474462","https://new.land.naver.com/rooms?articleNo=2627474462","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입가능  5월입주가능  원룸풀옵션","1000","88","","88","오피스텔","51/21","고/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 소형평수; 방한개; 전입가능  5월입주가능  원룸풀옵션","","https://landthumb-phinf.pstatic.net/20260521_9/1779324194182Ftyry_JPEG/2627474462_20260521094313447245.jpg","","Captured from Naver Land article list API."
"naver_land","2627474685","2627474685","https://new.land.naver.com/rooms?articleNo=2627474685","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","추천  사업자 부별  남서향   1.5룸풀옵션  세 냉 에","2000","140","","140","오피스텔","90/39","중/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 방한개; 화장실한개; 추천  사업자 부별  남서향   1.5룸풀옵션  세 냉 에","","https://landthumb-phinf.pstatic.net/20260521_41/17793226424667q3Hv_JPEG/2627474685_20260521091721722464.jpg","","Captured from Naver Land article list API."
"naver_land","2627669612","2627669612","https://new.land.naver.com/rooms?articleNo=2627669612","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","사업자 부별 6월입주가능 2룸 풀에어컨 거실양창으로 개방감","1500","170","","170","오피스텔","109/46","저/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 방두개; 화장실한개; 사업자 부별 6월입주가능 2룸 풀에어컨 거실양창으로 개방감","","https://landthumb-phinf.pstatic.net/20260522_142/17794029722773z6cc_JPEG/2627669612_20260522073611244228.jpg","","Captured from Naver Land article list API."
"naver_land","2627291245","2627291245","https://new.land.naver.com/rooms?articleNo=2627291245","광교아이파크더샵건대공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","빠른입주가능  원룸풀옵션 트인뷰  전세권설정","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.20","오피스텔","10년이내; 대단지; 소형평수; 방한개; 빠른입주가능  원룸풀옵션 트인뷰  전세권설정","","https://landthumb-phinf.pstatic.net/20260521_26/17793228852975EbL4_JPEG/2627291245_20260521092124527108.jpg","","Captured from Naver Land article list API."
"naver_land","2627674283","2627674283","https://new.land.naver.com/rooms?articleNo=2627674283","광교아이파크유진부동산중개사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","남서향, 전입O, 1.5룸, 최고급커뮤니티시설, 풀옵션,","1000","170","","170","오피스텔","90/39","고/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 방한개; 남서향, 전입O, 1.5룸, 최고급커뮤니티시설, 풀옵션,","","","","Captured from Naver Land article list API."
"naver_land","2627674066","2627674066","https://new.land.naver.com/rooms?articleNo=2627674066","광교아이파크유진부동산중개사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입가능, 탁트인뷰, 최고급커뮤니티, 수영장, 원룸전세","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 전입가능, 탁트인뷰, 최고급커뮤니티, 수영장, 원룸전세","","https://landthumb-phinf.pstatic.net/20260522_136/1779407598479Hl0IH_JPEG/2627674066_20260522085317133168.jpg","","Captured from Naver Land article list API."
"naver_land","2627457597","2627457597","https://new.land.naver.com/rooms?articleNo=2627457597","광교아이파크유진부동산중개사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","46, 귀한투룸, 양창개방감굿, 커뮤니티시설, 조중석식사라운지","45000","","","","오피스텔","109/46","중/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 방두개; 화장실한개; 46, 귀한투룸, 양창개방감굿, 커뮤니티시설, 조중석식사라운지","","","","Captured from Naver Land article list API."
"naver_land","2627069429","2627069429","https://new.land.naver.com/rooms?articleNo=2627069429","광교연세공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","｜연세 Top Pick｜융자 무｜전입O｜전세권설정O｜빠른 입주O｜풀옵션｜","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.19","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; ｜연세 Top Pick｜융자 무｜전입O｜전세권설정O｜빠른 입주O｜풀옵션｜","","https://landthumb-phinf.pstatic.net/20260519_150/1779122172857yORfn_JPEG/2627069429_20260519013611388024.jpg","","Captured from Naver Land article list API."
"naver_land","2627622529","2627622529","https://new.land.naver.com/rooms?articleNo=2627622529","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입0  l 풀옵션원룸 l 융무 l 보증보험0 l 수영장 l 식사서비스","16000","20","","20","오피스텔","51/21","37/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 전입0  l 풀옵션원룸 l 융무 l 보증보험0 l 수영장 l 식사서비스","","https://landthumb-phinf.pstatic.net/20260521_239/1779347241483YfsV6_JPEG/2627622529_20260521160720327980.jpg","","Captured from Naver Land article list API."
"naver_land","2627668462","2627668462","https://new.land.naver.com/rooms?articleNo=2627668462","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","정상입주 l 전입X l 부별 l 풀옵션원룸 l 수영장사우나헬스 l 식사","1000","75","","75","오피스텔","51/21","고/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 정상입주 l 전입X l 부별 l 풀옵션원룸 l 수영장사우나헬스 l 식사","","https://landthumb-phinf.pstatic.net/20260522_98/1779410472815kaYPG_JPEG/2627668462_20260522094111725785.jpg","","Captured from Naver Land article list API."
"naver_land","2627625630","2627625630","https://new.land.naver.com/rooms?articleNo=2627625630","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입X l 사업자부별 l 입주협의 l 풀옵션 l 수영장 l 식사서비스","1000","75","","75","오피스텔","51/21","저/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 전입X l 사업자부별 l 입주협의 l 풀옵션 l 수영장 l 식사서비스","","https://landthumb-phinf.pstatic.net/20260521_166/17793479581325hmfR_JPEG/2627625630_20260521161917267977.jpg","","Captured from Naver Land article list API."
"naver_land","2627668421","2627668421","https://new.land.naver.com/rooms?articleNo=2627668421","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","사업자 l 부별 l 빠른입주 l 수영장 l 커뮤니티 너무편해요","1000","80","","80","오피스텔","51/21","저/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 사업자 l 부별 l 빠른입주 l 수영장 l 커뮤니티 너무편해요","","https://landthumb-phinf.pstatic.net/20260522_9/1779395832583J4IJv_JPEG/2627668421_20260522053711283312.jpg","","Captured from Naver Land article list API."
"naver_land","2627625986","2627625986","https://new.land.naver.com/rooms?articleNo=2627625986","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입0 l 5월입주 l  풀옵션원룸 l 수영장사우나헬스골프 l 식사서비스","1000","88","","88","오피스텔","51/21","고/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 전입0 l 5월입주 l  풀옵션원룸 l 수영장사우나헬스골프 l 식사서비스","","https://landthumb-phinf.pstatic.net/20260521_200/1779348154465XUHKW_JPEG/2627625986_20260521162233771939.jpg","","Captured from Naver Land article list API."
"naver_land","2627668419","2627668419","https://new.land.naver.com/rooms?articleNo=2627668419","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","정상입주 l 전입0 l 풀옵션 1.5룸 l 수영장사우나 l 식사서비스","2000","150","","150","오피스텔","90/39","중/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 방한개; 정상입주 l 전입0 l 풀옵션 1.5룸 l 수영장사우나 l 식사서비스","","https://landthumb-phinf.pstatic.net/20260522_165/1779410468633dyUIg_JPEG/2627668419_20260522094107891618.jpg","","Captured from Naver Land article list API."
"naver_land","2627718145","2627718145","https://new.land.naver.com/rooms?articleNo=2627718145","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","풀옵션2룸 l 빠른입주 l 사업자 l 전입x l 거실양창형 l 수영장식사","1500","170","","170","오피스텔","109/46","저/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 방두개; 화장실한개; 풀옵션2룸 l 빠른입주 l 사업자 l 전입x l 거실양창형 l 수영장식사","","https://landthumb-phinf.pstatic.net/20260522_120/1779413858307mYoqt_JPEG/2627718145_20260522103737700112.jpg","","Captured from Naver Land article list API."
"naver_land","2627668414","2627668414","https://new.land.naver.com/rooms?articleNo=2627668414","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","8월입주협의 l 전입가 l 풀옵션 1.5룸 l 수영장사우나헬스 l 식사","1000","170","","170","오피스텔","90/39","고/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 방한개; 8월입주협의 l 전입가 l 풀옵션 1.5룸 l 수영장사우나헬스 l 식사","","https://landthumb-phinf.pstatic.net/20260522_84/1779395592373syBo7_JPEG/2627668414_20260522053311193196.jpg","","Captured from Naver Land article list API."
"naver_land","2627429014","2627429014","https://new.land.naver.com/rooms?articleNo=2627429014","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","즉시입주 l 전입0  l 풀옵션원룸 l 융무 l 전세권설정 l 수영장","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.20","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 즉시입주 l 전입0  l 풀옵션원룸 l 융무 l 전세권설정 l 수영장","","https://landthumb-phinf.pstatic.net/20260520_197/1779261558359aPIs6_JPEG/2627429014_20260520161917741274.jpg","","Captured from Naver Land article list API."
"naver_land","2627670436","2627670436","https://new.land.naver.com/rooms?articleNo=2627670436","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","빠른입주 l 융자무 l 풀옵션 l 수영장 l 특화된커뮤니티","17000","","","","오피스텔","51/21","중/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 빠른입주 l 융자무 l 풀옵션 l 수영장 l 특화된커뮤니티","","https://landthumb-phinf.pstatic.net/20260522_250/1779404481317kn7jL_JPEG/2627670436_20260522080120509239.jpg","","Captured from Naver Land article list API."
"naver_land","2627525965","2627525965","https://new.land.naver.com/rooms?articleNo=2627525965","광교포스코공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","귀한풀옵션2룸전세 l 양창형 l 정상입주 l 집보기편해요 l 수영장","45000","","","","오피스텔","109/46","중/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 방두개; 화장실한개; 귀한풀옵션2룸전세 l 양창형 l 정상입주 l 집보기편해요 l 수영장","","https://landthumb-phinf.pstatic.net/20260521_119/1779328870319sFfaU_JPEG/2627525965_20260521110109542979.jpg","","Captured from Naver Land article list API."
"naver_land","2627468125","2627468125","https://new.land.naver.com/rooms?articleNo=2627468125","광교호수역0312141119공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입0,보험0,융자없음,월세20,방바로볼수있어요,","16000","20","","20","오피스텔","51/21","37/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 전입0,보험0,융자없음,월세20,방바로볼수있어요,","","https://landthumb-phinf.pstatic.net/20260521_163/17793178207223b9kk_JPEG/2627468125_20260521075659061307.jpg","","Captured from Naver Land article list API."
"naver_land","2627672351","2627672351","https://new.land.naver.com/rooms?articleNo=2627672351","광교호수역0312141119공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입0,20월세,보험0,융자없음,방바로볼수있어요,","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 화장실한개; 전입0,20월세,보험0,융자없음,방바로볼수있어요,","","https://landthumb-phinf.pstatic.net/20260522_86/1779406399375yGem3_JPEG/2627672351_20260522083318537780.jpg","","Captured from Naver Land article list API."
"naver_land","2627608131","2627608131","https://new.land.naver.com/rooms?articleNo=2627608131","단지내행복부동산공인중개사사무소","","","","원천레이크파크","37.267867","127.058174","naver_public_listing_level","6월입주협의,3년전화장실교체함, 싱크대,외부샷시 교체해드려요","28000","","","","아파트","70/49","13/20","남동향","","","2026.05.21","아파트","25년이상; 대단지; 방두개; 화장실한개; 6월입주협의,3년전화장실교체함, 싱크대,외부샷시 교체해드려요","","","","Captured from Naver Land article list API."
"naver_land","2627666393","2627666393","https://new.land.naver.com/rooms?articleNo=2627666393","더베스트공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입O, 융무, 풀옵션, 보증보험가능, 트인전망굿,7월입주협의","16000","20","","20","오피스텔","51/21","고/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 화장실한개; 전입O, 융무, 풀옵션, 보증보험가능, 트인전망굿,7월입주협의","","https://landthumb-phinf.pstatic.net/20260522_270/1779389359597SLTpB_JPEG/2627666393_20260522034918611879.jpg","","Captured from Naver Land article list API."
"naver_land","2627666801","2627666801","https://new.land.naver.com/rooms?articleNo=2627666801","더베스트공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입o, 풀옵션, 트인전망굿,빠른입주협의","1000","88","","88","오피스텔","51/21","고/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 화장실한개; 전입o, 풀옵션, 트인전망굿,빠른입주협의","","https://landthumb-phinf.pstatic.net/20260522_17/17794104597072X7Bp_JPEG/2627666801_20260522094058842519.jpg","","Captured from Naver Land article list API."
"naver_land","2627667293","2627667293","https://new.land.naver.com/rooms?articleNo=2627667293","더베스트공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","사업자, 전입x,1.5룸, 풀옵션, 부가세별도,빠른입주가","5000","90","","90","오피스텔","90/39","저/41","남서향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 화장실한개; 사업자, 전입x,1.5룸, 풀옵션, 부가세별도,빠른입주가","","https://landthumb-phinf.pstatic.net/20260522_203/1779390924186Ljl0X_JPEG/2627667293_20260522041523479264.jpg","","Captured from Naver Land article list API."
