"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","floor","direction","parking","move_in","approval_date","building_use","options","security_options","image_1","image_2","crawl_note"
"dabang","56773695","69ef2e7285af1c46debd7b4f","https://www.dabangapp.com/room/69ef2e7285af1c46debd7b4f","365부동산공인중개사사무소","배교숙","031-212-0365","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2606453316","127.0620199593","dong_only_ask_agency_for_exact_jibun","내가 찾던 찐 투룸. 신축급 컨디션","2000","100","15","115","투룸","46.28","고층/4층","동","가능","즉시 입주","2017.10.30","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; TV; 화재경보기; 베란다","CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/X9msgredJ2aYxF9Tmshw8","https://d1774jszgerdmk.cloudfront.net/1024/_JuPvrj28hOXGYF7Nrhul",""
"dabang","57148334","6a0d43e9e6ef21559e94a29d","https://www.dabangapp.com/room/6a0d43e9e6ef21559e94a29d","365부동산공인중개사사무소","배교숙","031-212-0365","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 350","37.2612186344","127.0615604844","exact_address_visible","이런게 투룸이지. 고민하면 기회 증발. 밝은방","1000","100","15","115","투룸","46.28","고층/4층","남","가능","2026.04.02","2016.05.16","단독주택","벽걸이형; 천장형; 냉장고; 세탁기; 싱크대; TV; 붙박이장; 화재경보기","CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/miI2qGM_sRtyHNDIocIhR","https://d1774jszgerdmk.cloudfront.net/1024/TpsSgW6VNgD8doSInF6x1",""
"dabang","57093444","6a091f98a8093c0b3d798909","https://www.dabangapp.com/room/6a091f98a8093c0b3d798909","IPARKCITY더드림부동산공인중개사사무소","박종서","031-212-3550","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 353-29","37.2604721182","127.062425647","exact_address_visible","단기가능한  삼성전자 인근 깨끗하고 넓은 풀옵션 1.8룸","200","70","9.9","79.9","원룸(분리형)","36.36","5층/5층","남서","가능","즉시 입주 (협의 가능)","2018.04.13","단독주택","옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; TV; 붙박이장; 화재경보기","비디오폰; 인터폰; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/754eff3b-2d5a-4a4d-87da-7cf6860db21b","https://d1774jszgerdmk.cloudfront.net/1024/e604327a-1f69-42e6-b0e0-a51230cb6bd8",""
"dabang","57157777","6a0e627e6c86d4256b8234de","https://www.dabangapp.com/room/6a0e627e6c86d4256b8234de","IPARKCITY더드림부동산공인중개사사무소","박종서","031-212-3550","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 353-29","37.2604721182","127.062425647","exact_address_visible","단기 가능한 넓은 투룸 풀옵션 5월 말일이후 입주 가능","300","90","1","91","투룸","49.58","3층/5층","남동","가능","2026.05.30","2018.04.13","단독주택","스탠드형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; TV; 붙박이장; 화재경보기","비디오폰; 인터폰; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/on-dwZuR66ugsT4WvFRlo","https://d1774jszgerdmk.cloudfront.net/1024/9n42ww_paPvJHiBgmXAXf",""
"dabang","57107490","6a0a80e9037c3860fe4f7053","https://www.dabangapp.com/room/6a0a80e9037c3860fe4f7053","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1118-10","37.263947","127.035399","exact_address_visible","전입가능 월세 떴다/  분리형 6월말입주","2000","60","12","72","오피스텔(분리형)","32.2","중층/8층","남","가능","2026.06.30 (협의 가능)","2018.09.04","공동주택","천장형; 옷장; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 전자레인지; 붙박이장; 화재경보기; 무인택배함","경비원; 비디오폰; 인터폰; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/1o04lrUAl9-ycwe13oKAL","https://d1774jszgerdmk.cloudfront.net/1024/IZO76g4-qdCcIfF-Yn33S",""
"dabang","57111345","6a0a996f3b4a4301ce173f78","https://www.dabangapp.com/room/6a0a996f3b4a4301ce173f78","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1118-8","37.263811","127.03588","exact_address_visible","전입신고가능 1.5룸 풀옵션 6월말입주","1000","65","10","75","오피스텔(분리형)","29.69","저층/8층","남","가능","2026.06.22 (협의 가능)","2017.02.21","공동주택","천장형; 책상; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 전자레인지; 붙박이장; 화재경보기; 무인택배함","비디오폰; 인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/OlWYtAvF7zyGniJvrs3Ct","https://d1774jszgerdmk.cloudfront.net/1024/eBheTZHSyxIOSZPmn2T3W",""
"dabang","57110563","6a0a94f2a3e68667ecd74038","https://www.dabangapp.com/room/6a0a94f2a3e68667ecd74038","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1046-13","37.262296","127.03113","exact_address_visible","사업자월세 빠른입주가능, 남향, 분리형","500","65","12","77","오피스텔","39.53","저층/20층","남","가능","즉시 입주 (협의 가능)","2005.11.16","업무시설","옷장; 신발장; 냉장고; 세탁기; 인덕션; 전자레인지","비디오폰; 인터폰; 카드키; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/XAivV-lRwdIMe-8Asrkmz","https://d1774jszgerdmk.cloudfront.net/1024/LLt1gBlFrSbmsEHh7zwTA",""
"dabang","57108399","6a0a8a5ee3a2a6386144cf94","https://www.dabangapp.com/room/6a0a8a5ee3a2a6386144cf94","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1046-13","37.262296","127.03113","exact_address_visible","전입은 안돼요. 5월말 이사가능 주차굿 지하철역 도보 10초컷","500","65","13","78","오피스텔","36.77","중층/20층","북","가능","2026.06.28 (협의 가능)","2005.11.08","업무시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 붙박이장; 화재경보기; 무인택배함","경비원; 인터폰; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/Pq_ijdw15_FKj1YSexMC8","https://d1774jszgerdmk.cloudfront.net/1024/pSI5MJtlLHWsUuVjHACWN",""
"dabang","57112268","6a0a9e2580cb364c56886248","https://www.dabangapp.com/room/6a0a9e2580cb364c56886248","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1046-13","37.262296","127.03113","exact_address_visible","전입안됨 분리형 큰1.5룸 빠른입주가능.","1000","80","15","95","오피스텔","45.5","중층/20층","남","가능","즉시 입주 (협의 가능)","2005.11.16","업무시설","벽걸이형; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 전자레인지; 붙박이장; 화재경보기; 무인택배함","비디오폰; 인터폰; 카드키; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/ARw6BQcLUZ4De8HAvtNOK","https://d1774jszgerdmk.cloudfront.net/1024/aesCHpIHBopBeKxK9Npb8",""
"dabang","56545984","69ddb510a62ae25ad3a7ce8a","https://www.dabangapp.com/room/69ddb510a62ae25ad3a7ce8a","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1030-6","37.26419","127.029461","exact_address_visible","전입가능 테라스있는복층 4월말 입주 협의가능","2000","110","15","125","아파트(복층)","22.79","고층/11층","남","가능","2026.05.24 (협의 가능)","2017.12.29","공동주택","벽걸이형; 천장형; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 비데; 싱크대; 인덕션; TV; 붙박이장; 화재경보기; 테라스","비디오폰; 인터폰; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/Hftq8f-SoPdjweTmzhDD4","https://d1774jszgerdmk.cloudfront.net/1024/44cRTIO2BlDqCIzruFGRC",""
"dabang","57129154","6a0bda25ccafda54430e94a9","https://www.dabangapp.com/room/6a0bda25ccafda54430e94a9","TMI공인중개사사무소","박경희","031-222-5999","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1125-1","37.2610199796381","127.03244509152","exact_address_visible","최고등급 2룸 2욕실 월세, 가전 가구까지 풀옵션","2000","140","15","155","투룸","59.5","중층/17층","서","가능","2026.05.31 (협의 가능)","2023.08.23","숙박시설","천장형; 옷장; 식탁; 쇼파; 신발장; 냉장고; 세탁기; 건조기; 샤워부스; 비데; 싱크대; 인덕션; 전자레인지; TV; 붙박이장; 화재경보기; 베란다; 무인택배함","비디오폰; 인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/NzpOWf1rYdK9_o3iekagw","https://d1774jszgerdmk.cloudfront.net/1024/qTBfhCtYM1wqvVY_aU-wA",""
"dabang","56738422","69ec2eafc81a457552044a42","https://www.dabangapp.com/room/69ec2eafc81a457552044a42","가율공인중개사사무소","곽용석","","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 562-12","37.2795108997525","127.031013208371","exact_address_visible","허그보증보험 가능.집전체 리모델링 예정","3000","18","12","30","투룸","52.89","3층/6층","동","가능","즉시 입주 (협의 가능)","2015.12.28","단독주택","","","https://d1774jszgerdmk.cloudfront.net/1024/eecb6ff6-105f-42a3-8c66-e52f38ba2563","https://d1774jszgerdmk.cloudfront.net/1024/c777b9ae-6145-4ac7-9a16-243854d1aa06",""
"dabang","57113053","6a0aa28ba367634b46e6805d","https://www.dabangapp.com/room/6a0aa28ba367634b46e6805d","가율공인중개사사무소","곽용석","","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1033-19","37.2660317034","127.0295510946","exact_address_visible","수원시청역 도보 약5분","3000","50","15","65","투룸","39.66","2층/6층","동","가능","즉시 입주 (협의 가능)","2017.06.14","공동주택","벽걸이형; 옷장; 냉장고; 세탁기; 싱크대; 인덕션; TV","","https://d1774jszgerdmk.cloudfront.net/1024/5a664cff-9951-4480-8c2b-d3d74f80ba19","https://d1774jszgerdmk.cloudfront.net/1024/42cb2a95-c69c-4a40-8b11-57b845eb43cf",""
"dabang","56462948","69d7123888b09f3a9e34f64a","https://www.dabangapp.com/room/69d7123888b09f3a9e34f64a","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1124-11","37.2716545507","127.0920377722","exact_address_visible","빠른입주가 풀옵션 주차편리","2000","25","5","30","원룸","19.83","3층/4층","북","가능","즉시 입주","2012.11.16","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/qNLJqhjfv7VA__tjevhuE","https://d1774jszgerdmk.cloudfront.net/1024/9owXwsgYlARxqgmiKibpF",""
"dabang","56836739","69f4352bd73d034fa85ba8e2","https://www.dabangapp.com/room/69f4352bd73d034fa85ba8e2","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1124-4","37.2721671189","127.0910326847","exact_address_visible","고시텔,  아주 깔끔해요","300","32","0","32","원룸","9.91","2층/4층","서","불가능","즉시 입주 (협의 가능)","2014.10.08","단독주택","벽걸이형; 책상; 옷장; 신발장; 냉장고; 전자레인지; TV; 붙박이장","CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/08a34b82-1807-4ecf-af2b-c48ecfef503c","https://d1774jszgerdmk.cloudfront.net/1024/216197cc-8a2d-4735-a33b-f77b321db188",""
"dabang","56964234","69fe93057f94a86506877b43","https://www.dabangapp.com/room/69fe93057f94a86506877b43","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1123-19","37.2730530799478","127.09189064563196","exact_address_visible","빠른입주가 융무 보증금조절가능 풀옵션 주차편리","3000","35","6","41","원룸(분리형)","26.44","2층/4층","북","가능","즉시 입주","2012.02.23","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","인터폰; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/Zy4glIUMljQq_nfQj1gC_","https://d1774jszgerdmk.cloudfront.net/1024/M19jtvirR9H1Nhp_GG-h1",""
"dabang","57065401","6a067cce60a3aa20cb6d0a21","https://www.dabangapp.com/room/6a067cce60a3aa20cb6d0a21","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1109-10","37.2723629978","127.0893867968","exact_address_visible","5/16일이후입주 풀옵션 남향원룸","500","40","5","45","원룸(분리형)","19.83","1층/3층","남","가능","2026.05.16","2011.08.19","단독주택","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/J-IJCnJWpHv1Ji7iwCMgb","https://d1774jszgerdmk.cloudfront.net/1024/qZauNYWiaIHzZ3DweODX8",""
"dabang","56666818","69e727f2867cfe57d38cd686","https://www.dabangapp.com/room/69e727f2867cfe57d38cd686","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1123-5","37.2732293257498","127.09235087778","exact_address_visible","공실 분리형 풀옵션원룸 주차가능","500","40","5","45","원룸(분리형)","23.14","2층/4층","북","가능","즉시 입주","2012.09.20","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/MlBFRZHk_glaeR1cmSOD8","https://d1774jszgerdmk.cloudfront.net/1024/AwCFv1zx4Po2a2vk_lw4G",""
"dabang","57135992","6a0c121548795270d65fd0c7","https://www.dabangapp.com/room/6a0c121548795270d65fd0c7","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1110-3","37.2727264262","127.0901674478","exact_address_visible","공실 도배청소완료 풀옵션분리형원룸","500","40","6","46","원룸(분리형)","19.83","3층/4층","북","가능","즉시 입주","2015.10.14","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/WDsnjiBtsH1ajqb_Ml-mq","https://d1774jszgerdmk.cloudfront.net/1024/NbKL0m7gftIM0e6UQz00R",""
"dabang","56831216","69f32645a7079c09df5e92a0","https://www.dabangapp.com/room/69f32645a7079c09df5e92a0","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1130-11","37.272022632748595","127.09144742230416","exact_address_visible","빠른입주가  풀옵션  주차가능","500","40","7","47","원룸(분리형)","19.83","1층/3층","남","가능","즉시 입주","2015.01.22","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 인덕션; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/uYoYH1EJRSbdoxbb9WwEO","https://d1774jszgerdmk.cloudfront.net/1024/z_fyjmDYTFxmTlF09-oBx",""
"dabang","57051351","6a054d6a57cb4f10ba3ae96d","https://www.dabangapp.com/room/6a054d6a57cb4f10ba3ae96d","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1124-10","37.27168711421308","127.09187545584844","exact_address_visible","6월초입주 융무 보증금조절가능 TV인터넷","500","40","7","47","원룸","19.83","4층/4층","북","가능","2026.06.04","2014.10.24","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/JQbkn7DBTfsQDJILXuSmT","https://d1774jszgerdmk.cloudfront.net/1024/1ZSlbrXE1WKtFDwwryn0M",""
"dabang","57133679","6a0c012e3502682a7894e9f8","https://www.dabangapp.com/room/6a0c012e3502682a7894e9f8","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1108-6","37.2723632765","127.089016983","exact_address_visible","협의입주 엘베있는 풀옵션원룸 주차가능","500","40","8","48","원룸(분리형)","19.83","2층/4층","북","가능","2026.07.02","2014.07.01","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/mZi0tlzum8vauZjOZN7zg","https://d1774jszgerdmk.cloudfront.net/1024/JW-9bwJUbOmdpwB3OBZqv",""
"dabang","55933909","69afa341dacd443e87f0fa4f","https://www.dabangapp.com/room/69afa341dacd443e87f0fa4f","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1109-5","37.2724709692","127.0895898715","exact_address_visible","공실 풀옵션 주차가능","5000","40","8","48","투룸","39.66","3층/3층","북","가능","즉시 입주","2012.04.02","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/9Y13rAW0P8w2ZFAAKwIZy","https://d1774jszgerdmk.cloudfront.net/1024/m-SmPzeJCkNCWGdN9fREU",""
"dabang","57057401","6a057ee9d879cb0c51701040","https://www.dabangapp.com/room/6a057ee9d879cb0c51701040","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1107-2","37.2728394885","127.0883996796","exact_address_visible","빠른입주 분리형 풀옵션원룸 주차편리해요","500","45","6","51","원룸(분리형)","26.44","3층/4층","북","가능","즉시 입주","2014.03.24","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/auL-cmu5yFxQrzJguUlJH","https://d1774jszgerdmk.cloudfront.net/1024/hUlyfCqc8roVcPX7EnYyQ",""
"dabang","57163698","6a0e8e938717a277d893ab63","https://www.dabangapp.com/room/6a0e8e938717a277d893ab63","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1123-2","37.2732368955","127.0918863591","exact_address_visible","6월말입주 남향 큰분리형투룸 주차가능","8000","45","8","53","투룸","46.28","4층/4층","남","가능","2026.06.30","2015.06.25","단독주택","벽걸이형; 신발장; 싱크대; 가스레인지; 베란다","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/QwXwxoIKU5xY82PS8z6sI","https://d1774jszgerdmk.cloudfront.net/1024/N64HH26_gReG9We2hb4ax",""
"dabang","57051743","6a0550785cbca511ec69f3ca","https://www.dabangapp.com/room/6a0550785cbca511ec69f3ca","경남시티공인중개사사무소","박순희","031-217-4900","경기도 용인시 기흥구 영덕동","경기도 용인시 기흥구 영덕동 1130-16","37.272538034457305","127.09143902580243","exact_address_visible","6월초입주 보증금조절가능 풀옵션투룸","2000","50","7","57","투룸","33.05","3층/3층","북","가능","2026.06.10","2014.06.20","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","인터폰; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/t79aow9TCEgwCyEy-W_O2","https://d1774jszgerdmk.cloudfront.net/1024/Ut1VeubfirYJJXGGs84_H",""
